start,end,today,deviceid,date_survey,enumerator_id,select_one_organisation_name,org_name_other,governorate_ID,district_ID,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,price_petrol_display,sell_diesel,quantity_1L_diesel,quantity_other_diesel,price_diesel,calc_price_diesel,price_diesel_normalised,price_diesel_display,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,fuel_constraints_other,wash_list,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,price_bottled_water_display,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,price_treated_water_display,sell_soap,quantity_1bar,soap_quantity_other,price_soap,calc_price_soap,price_soap_normalised,price_soap_display,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,price_laundry_powder_display,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,price_sanitary_napkins_display,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,wash_constraints_other,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,wash_constraints_other_001,exchange_rate,exchange_rate_result,note_exchange_rate,mrk_supply_routes,mrk_supply_issues,mrk_supply_issues/dmg_infra_market,mrk_supply_issues/dmg_infra_sorrounding,mrk_supply_issues/dmg_storage,mrk_supply_issues/move_restriction,mrk_supply_issues/other,mrk_supply_issues/did_not_answer,mrk_supply_issues_other,mrk_dmg_infra,mrk_dmg_infra/road,mrk_dmg_infra/electrical,mrk_dmg_infra/water,mrk_dmg_infra/communication,mrk_dmg_infra/other,mrk_dmg_infra_other,mrk_increse_fuel_50,mrk_increse_fuel_100,mrk_increse_WASH_50,mrk_increse_WASH_100,mrk_increse_water_50,mrk_increse_water_100,further_comments,__version__,_id,_uuid,_submission_time,_validation_status,_index
2019-07-03T10:28:13.683+03:00,2019-07-03T10:41:01.726+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Mohammed,SCI,,YE25,YE2515,Alfayoosh Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE24,Wholesaler,4,Price_inflation Other_see_next_question,1,0,0,0,0,0,0,1,0,0,0,Fuel shortage,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,60425253,ed4a080e-404a-4567-bc5f-8e03ec438499,2019-07-03T07:41:00,,119
2019-07-03T10:41:01.869+03:00,2019-07-03T10:47:54.120+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Mohammed,SCI,,YE25,YE2515,Alfayoosh Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,500,2,,10,yes,6000,11000,Price_inflation Supply_shortage Other_see_next_question,1,0,0,0,1,0,0,1,0,0,0,fuel shortage,yes,560,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,60425821,78ea867a-94f9-4d55-89f8-dccfb1dc56c4,2019-07-03T07:47:53,,120
2019-07-03T10:47:54.371+03:00,2019-07-03T10:49:48.954+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Mohammed,SCI,,YE25,YE2515,Alfayoosh Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,,yes,yes,,350,350,,,YE24,5,Price_inflation Supply_shortage Other_see_next_question,1,0,0,0,1,0,0,1,0,0,0,fuel shortage,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,60426002,7dd16ce6-1d5b-4450-80d0-245d9077f717,2019-07-03T07:49:47,,121
2019-07-03T10:49:49.233+03:00,2019-07-03T10:58:27.528+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Mohammed,SCI,,YE25,YE2515,Alfayoosh Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,130,130,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE24,Wholesaler,4,Price_inflation Other_see_next_question,1,0,0,0,0,0,0,1,0,0,0,fuel shortage,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,60426566,106e4bea-01ed-4e27-b5a3-961ccc8c2e50,2019-07-03T07:58:26,,122
2019-07-03T10:58:27.866+03:00,2019-07-03T11:01:19.340+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-24,Mohammed,SCI,,YE25,YE2515,Saber Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,,yes,yes,,350,350,,,YE24,5,Price_inflation Supply_shortage Other_see_next_question,1,0,0,0,1,0,0,1,0,0,0,fuel shortage,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,the market doesn't sell petrol,v2ZtbFxdMLUeS6K3smMjSx,60426704,b755e2a4-d731-4780-be03-fbf08f6b6f13,2019-07-03T08:01:18,,123
2019-07-03T11:01:19.709+03:00,2019-07-03T11:03:03.362+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-24,Mohammed,SCI,,YE25,YE2515,Saber Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,110,110,,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE24,Wholesaler,6,Price_inflation Other_see_next_question,1,0,0,0,0,0,0,1,0,0,0,fuel shortage,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,60426801,2052dbac-f524-4b69-99c7-cf0a4b2bc65e,2019-07-03T08:03:02,,124
2019-07-03T11:03:03.799+03:00,2019-07-03T11:05:04.082+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-24,Mohammed,SCI,,YE25,YE2515,Saber Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,500,3,,15,yes,6000,10000,Price_inflation Supply_shortage Other_see_next_question,1,0,0,0,1,0,0,1,0,0,0,fuel shortage,yes,560,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,60426882,7c518d64-3a3f-4f2c-ac5a-3ad85a54b380,2019-07-03T08:05:03,,125
2019-07-03T11:05:04.831+03:00,2019-07-03T11:06:38.655+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-24,Mohammed,SCI,,YE25,YE2515,Saber Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,,yes,yes,,350,350,,,YE24,7,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,the market doesn't sell petrol currently.,v2ZtbFxdMLUeS6K3smMjSx,60427007,0f43d687-8900-483e-a6fe-8b7b8a4ba9a9,2019-07-03T08:06:37,,126
2019-07-03T11:06:39.300+03:00,2019-07-03T11:10:38.504+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-24,Mohammed,SCI,,YE25,YE2515,Saber Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,120,120,,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,600,600,,,YE24,Wholesaler,7,Price_inflation Other_see_next_question,1,0,0,0,0,0,0,1,0,0,0,currency instability and fuel shortage,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,60427246,dd72093a-0d17-4150-9cef-e3fbf66c9284,2019-07-03T08:10:39,,127
2019-07-03T11:31:22.270+03:00,2019-07-03T11:34:25.114+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-27,Aseel,SCI,,YE29,YE2912,Bair Ayidh Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,425,425,,,YE18,7,Price_inflation Transportation_issues Other_see_next_question,1,0,0,0,0,0,1,1,0,0,0,check points' fees,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,yes,yes,yes,no,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,60429965,c97153be-2c0f-4f56-860c-076d06353e2d,2019-07-03T08:42:16,,132
2019-07-03T11:34:26.042+03:00,2019-07-03T11:36:50.127+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-27,Aseel,SCI,,YE29,YE2912,Bair Ayidh Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,425,425,,,YE18,7,Price_inflation Transportation_issues Other_see_next_question,1,0,0,0,0,0,1,1,0,0,0,check points' fees,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,yes,yes,yes,no,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,60429966,2c595b96-c7b8-487a-8a2e-991935160836,2019-07-03T08:42:16,,133
2019-07-03T11:36:51.362+03:00,2019-07-03T11:39:57.627+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-27,Aseel,SCI,,YE29,YE2912,Bair Ayidh Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,no,5,250,500,,,yes,yes,,150,150,,,yes,no,110,120,109,,,yes,yes,,750,750,,,YE23,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,yes,yes,yes,no,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,60429970,bc544938-0ef4-4653-9a36-111503eb51b4,2019-07-03T08:42:29,,134
2019-07-03T11:39:58.652+03:00,2019-07-03T11:41:51.469+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-27,Aseel,SCI,,YE29,YE2912,Bair Ayidh Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,no,5,250,500,,,yes,yes,,150,150,,,yes,no,110,100,91,,,yes,yes,,750,750,,,YE23,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,yes,yes,yes,no,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,60429976,b644ca0a-8496-4163-a33a-f701965c00eb,2019-07-03T08:42:39,,135
2019-07-03T11:42:11.086+03:00,2019-07-03T11:47:36.783+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-27,Aseel,SCI,,YE29,YE2912,Bair Ayidh Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,10,Private,Pumping_Station_or_Borehole,no,1000,1,,10,yes,11000,15500,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,560,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,yes,yes,yes,no,yes,yes,the prices of water trucking is high because the capacity of the truck is large.,v2ZtbFxdMLUeS6K3smMjSx,60430357,5101c55d-0150-4b93-8553-70886f2d8e49,2019-07-03T08:47:36,,136
2019-07-03T11:10:39.122+03:00,2019-07-03T11:16:24.526+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-26,Aseel,SCI,,YE29,YE2915,Amran City Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,425,425,,,YE18,5,Price_inflation Transportation_issues Other_see_next_question,1,0,0,0,0,0,1,1,0,0,0,Check points fees,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,yes,yes,yes,yes,no,no,,v2ZtbFxdMLUeS6K3smMjSx,60427645,af5bf621-4f4e-4ee7-a3b1-396d59ea1727,2019-07-03T08:16:25,,39
2019-07-03T11:16:25.169+03:00,2019-07-03T11:20:45.346+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-26,Aseel,SCI,,YE29,YE2915,Amran City Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,400,400,,,yes,yes,,150,150,,,yes,no,110,100,91,,,yes,yes,,750,750,,,YE23,Wholesaler,2,Price_inflation Government_regulations Other_see_next_question,1,0,0,0,0,1,0,1,0,0,0,check points' fees,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,yes,yes,yes,yes,no,no,the treated water prices are high because they differ from area to area depending on the manufacturing company.,v2ZtbFxdMLUeS6K3smMjSx,60427944,8888a3c3-56ac-4d8e-ade3-acc4522f679f,2019-07-03T08:20:45,,128
2019-07-03T11:20:46.047+03:00,2019-07-03T11:23:23.674+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-26,Aseel,SCI,,YE29,YE2915,Amran City Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,900,1,,10,yes,4000,6000,Other_see_next_question,0,0,0,0,0,0,0,1,0,0,0,unstable prices of fuel,yes,560,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,yes,yes,yes,yes,no,no,,v2ZtbFxdMLUeS6K3smMjSx,60428206,d053b936-c212-4666-ba34-8d959cfbb233,2019-07-03T08:23:24,,129
2019-07-03T11:23:24.783+03:00,2019-07-03T11:26:14.947+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-26,Aseel,SCI,,YE29,YE2915,Amran City Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,425,425,,,YE18,6,Price_inflation Transportation_issues Other_see_next_question,1,0,0,0,0,0,1,1,0,0,0,check points' fees,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,yes,no,yes,no,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,60429959,976259a2-6e79-4aa3-b07b-d770a4dcf72d,2019-07-03T08:42:12,,130
2019-07-03T11:26:15.731+03:00,2019-07-03T11:31:21.018+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-26,Aseel,SCI,,YE29,YE2915,Amran City Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,no,5,200,400,,,yes,yes,,150,150,,,yes,no,110,100,91,,,yes,yes,,750,750,,,YE23,Wholesaler,2,Price_inflation Other_see_next_question,1,0,0,0,0,0,0,1,0,0,0,check points' fees,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,yes,no,yes,no,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,60429961,298d3fea-3dfc-48a3-b5e1-d238752d6ebb,2019-07-03T08:42:15,,131
2019-06-27T13:31:02.183+03:00,2019-06-27T13:36:45.336+03:00,2019-06-27,ee.humanitarianresponse.info:5IJWKe8I4JMjKHF5,2019-06-23,فتحية,TYF,,YE15,YE1508,Mafraq jabal habashi,Urban,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,375,375,,,yes,yes,,375,375,,,YE25,1,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,150,150,,,no,,,,,,,yes,yes,,80,80,,,yes,yes,,500,500,,,YE15,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,600,1,,20,yes,9000,13000,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,no,,,yes,dmg_infra_market dmg_infra_sorrounding,1,1,0,0,0,0,,road electrical,1,1,0,0,0,,yes,no,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,59761058,4810f2be-1f62-40bc-8230-5f4fb25a8bae,2019-06-27T12:52:26,,62
2019-06-27T13:36:46.231+03:00,2019-06-27T13:45:39.542+03:00,2019-06-27,ee.humanitarianresponse.info:5IJWKe8I4JMjKHF5,2019-06-23,فتحية,TYF,,YE15,YE1508,Al birain,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,120,120,,,yes,yes,,100,100,,,yes,yes,,800,800,,,YE24,Wholesaler,5,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,7,Private,Pumping_Station_or_Borehole,no,1142,1,,20,yes,12000,20000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,no,,,,,,,,,,,,,,,,no,no,yes,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,59761062,0fa59687-96e8-4bed-9418-ebbc5f8e2280,2019-06-27T12:52:31,,63
2019-06-27T13:45:40.819+03:00,2019-06-27T13:51:36.178+03:00,2019-06-27,ee.humanitarianresponse.info:5IJWKe8I4JMjKHF5,2019-06-23,فتحية,TYF,,YE15,YE1508,Mafraq jabal habashi,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,no,15,2300,115,,,no,,,,,,,yes,no,5760,6500,90,,,yes,no,4800,3500,73,,,yes,no,160,5700,356,,,YE24,Wholesaler,3,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,road,1,0,0,0,0,,no,no,yes,yes,no,no,,v2ZtbFxdMLUeS6K3smMjSx,59761066,579c3b1f-1fd5-4246-99bd-d3ff9b40c90f,2019-06-27T12:52:33,,64
2019-06-27T13:26:32.803+03:00,2019-06-27T13:31:01.429+03:00,2019-06-27,ee.humanitarianresponse.info:5IJWKe8I4JMjKHF5,2019-06-23,فتحية,TYF,,YE15,YE1508,Mafraq jabal habashi,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,80,80,,,yes,yes,,100,100,,,yes,yes,,100,100,,,no,,,,,,,YE15,Wholesaler,3,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,1000,1,,20,yes,7000,10000,Insecurity_and_instability,0,0,0,1,0,0,0,0,0,0,0,,no,,,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road,1,0,0,0,0,,no,no,no,no,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,59761481,3dc47a9d-83f6-4721-b6da-716557120548,2019-06-27T12:55:54,,65
2019-06-27T15:50:47.810+03:00,2019-06-27T15:59:19.799+03:00,2019-06-27,ee.humanitarianresponse.info:5IJWKe8I4JMjKHF5,2019-06-27,فتحية,TYF,,YE15,YE1508,Al birain,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,no,15,1700,85,,,no,,,,,,,yes,no,5760,6750,94,,,yes,no,4800,3300,69,,,yes,no,160,6400,400,,,YE15,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,59852002,ef5a8d5c-5d8f-4196-8a89-e6402625cbd7,2019-06-27T19:53:31,,66
2019-06-27T15:59:20.499+03:00,2019-06-27T16:04:14.801+03:00,2019-06-27,ee.humanitarianresponse.info:5IJWKe8I4JMjKHF5,2019-06-27,فتحية,TYF,,YE15,YE1508,Al birain,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,150,150,,,no,,,,,,,yes,yes,,100,100,,,yes,yes,,100,100,,,yes,yes,,450,450,,,YE15,Wholesaler,1,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,no,no,yes,yes,no,no,,v2ZtbFxdMLUeS6K3smMjSx,59852006,d406f0ba-7626-4ccf-8d2f-ee275241e665,2019-06-27T19:53:33,,67
